penalty,mixture,.metric,.estimator,mean,n,std_err,.config
0.26366508987303583,0.8,rmse,standard,2.45724532463641,5,0.004744558549130492,pre0_mod083_post0
0.26366508987303583,0.8,rsq,standard,0.3856397006035349,5,0.0037620198266190064,pre0_mod083_post0
0.26366508987303583,1,rmse,standard,2.4664946727778028,5,0.004723340289219288,pre0_mod084_post0
0.26366508987303583,1,rsq,standard,0.3835050370571745,5,0.0038687271491300024,pre0_mod084_post0
0.4832930238571752,0,rmse,standard,2.43756623295861,5,0.003958202612422769,pre0_mod085_post0
0.4832930238571752,0,rsq,standard,0.3908386344721199,5,0.003091703209672117,pre0_mod085_post0
0.4832930238571752,0.2,rmse,standard,2.4514551541220304,5,0.004361144441650453,pre0_mod086_post0
0.4832930238571752,0.2,rsq,standard,0.3876594841453628,5,0.0034502113921492687,pre0_mod086_post0
0.4832930238571752,0.4,rmse,standard,2.463744173175369,5,0.004317848232869842,pre0_mod087_post0
0.4832930238571752,0.4,rsq,standard,0.38700416846814567,5,0.003620496823718872,pre0_mod087_post0
0.4832930238571752,0.6000000000000001,rmse,standard,2.4821264909706953,5,0.0042220834810401744,pre0_mod088_post0
0.4832930238571752,0.6000000000000001,rsq,standard,0.3842905955353686,5,0.0037998816742233587,pre0_mod088_post0
0.4832930238571752,0.8,rmse,standard,2.506214380358144,5,0.004035498907437297,pre0_mod089_post0
0.4832930238571752,0.8,rsq,standard,0.3790628827413136,5,0.0039274737365737064,pre0_mod089_post0
0.4832930238571752,1,rmse,standard,2.5334605849186724,5,0.0037939770838830056,pre0_mod090_post0
0.4832930238571752,1,rsq,standard,0.37262816030086265,5,0.003980235610611928,pre0_mod090_post0
0.8858667904100823,0,rmse,standard,2.4566134696466997,5,0.003514092440680073,pre0_mod091_post0
0.8858667904100823,0,rsq,standard,0.38623854517916945,5,0.0030107332409224047,pre0_mod091_post0
0.8858667904100823,0.2,rmse,standard,2.4822469508925047,5,0.0037491755827565683,pre0_mod092_post0
0.8858667904100823,0.2,rsq,standard,0.3872364271568126,5,0.0034425226429891796,pre0_mod092_post0
0.8858667904100823,0.4,rmse,standard,2.5229109821673323,5,0.003475206557915377,pre0_mod093_post0
