penalty,mixture,.metric,.estimator,mean,n,std_err,.config
1e-4,0,rmse,standard,2.433920187027754,3,0.005144572565155988,pre0_mod001_post0
1e-4,0,rsq,standard,0.39015189307065257,3,0.0010185685058541295,pre0_mod001_post0
1e-4,0.2,rmse,standard,2.4322763293492295,3,0.005182884953409977,pre0_mod002_post0
1e-4,0.2,rsq,standard,0.3912152170705401,3,0.001100422289113688,pre0_mod002_post0
1e-4,0.4,rmse,standard,2.432342786241936,3,0.005226254285177424,pre0_mod003_post0
1e-4,0.4,rsq,standard,0.3911620260635581,3,0.0011211549120116319,pre0_mod003_post0
1e-4,0.6000000000000001,rmse,standard,2.4323449428270663,3,0.005228588898358172,pre0_mod004_post0
1e-4,0.6000000000000001,rsq,standard,0.3911676496083089,3,0.0011239516406105837,pre0_mod004_post0
1e-4,0.8,rmse,standard,2.4323632567114495,3,0.005216062375605841,pre0_mod005_post0
1e-4,0.8,rsq,standard,0.39115448096712596,3,0.0011140589174222708,pre0_mod005_post0
1e-4,1,rmse,standard,2.432396087596461,3,0.005212145952363473,pre0_mod006_post0
1e-4,1,rsq,standard,0.3911263997774531,3,0.0011168107601344894,pre0_mod006_post0
1.8329807108324357e-4,0,rmse,standard,2.433920187027754,3,0.005144572565155988,pre0_mod007_post0
1.8329807108324357e-4,0,rsq,standard,0.39015189307065257,3,0.0010185685058541295,pre0_mod007_post0
1.8329807108324357e-4,0.2,rmse,standard,2.4322763293492295,3,0.005182884953409977,pre0_mod008_post0
1.8329807108324357e-4,0.2,rsq,standard,0.3912152170705401,3,0.001100422289113688,pre0_mod008_post0
1.8329807108324357e-4,0.4,rmse,standard,2.432342786241936,3,0.005226254285177424,pre0_mod009_post0
1.8329807108324357e-4,0.4,rsq,standard,0.3911620260635581,3,0.0011211549120116319,pre0_mod009_post0
1.8329807108324357e-4,0.6000000000000001,rmse,standard,2.4323449428270663,3,0.005228588898358172,pre0_mod010_post0
1.8329807108324357e-4,0.6000000000000001,rsq,standard,0.3911676496083089,3,0.0011239516406105837,pre0_mod010_post0
1.8329807108324357e-4,0.8,rmse,standard,2.4323632567114495,3,0.005216062375605841,pre0_mod011_post0
1.8329807108324357e-4,0.8,rsq,standard,0.39115448096712596,3,0.0011140589174222708,pre0_mod011_post0
1.8329807108324357e-4,1,rmse,standard,2.432396087596461,3,0.005212145952363473,pre0_mod012_post0
1.8329807108324357e-4,1,rsq,standard,0.3911263997774531,3,0.0011168107601344894,pre0_mod012_post0
3.359818286283781e-4,0,rmse,standard,2.433920187027754,3,0.005144572565155988,pre0_mod013_post0
3.359818286283781e-4,0,rsq,standard,0.39015189307065257,3,0.0010185685058541295,pre0_mod013_post0
3.359818286283781e-4,0.2,rmse,standard,2.4322763293492295,3,0.005182884953409977,pre0_mod014_post0
3.359818286283781e-4,0.2,rsq,standard,0.3912152170705401,3,0.001100422289113688,pre0_mod014_post0
3.359818286283781e-4,0.4,rmse,standard,2.432342786241936,3,0.005226254285177424,pre0_mod015_post0
3.359818286283781e-4,0.4,rsq,standard,0.3911620260635581,3,0.0011211549120116319,pre0_mod015_post0
3.359818286283781e-4,0.6000000000000001,rmse,standard,2.4323449428270663,3,0.005228588898358172,pre0_mod016_post0
3.359818286283781e-4,0.6000000000000001,rsq,standard,0.3911676496083089,3,0.0011239516406105837,pre0_mod016_post0
3.359818286283781e-4,0.8,rmse,standard,2.4323632567114495,3,0.005216062375605841,pre0_mod017_post0
3.359818286283781e-4,0.8,rsq,standard,0.39115448096712596,3,0.0011140589174222708,pre0_mod017_post0
3.359818286283781e-4,1,rmse,standard,2.432396087596461,3,0.005212145952363473,pre0_mod018_post0
3.359818286283781e-4,1,rsq,standard,0.3911263997774531,3,0.0011168107601344894,pre0_mod018_post0
6.158482110660267e-4,0,rmse,standard,2.433920187027754,3,0.005144572565155988,pre0_mod019_post0
6.158482110660267e-4,0,rsq,standard,0.39015189307065257,3,0.0010185685058541295,pre0_mod019_post0
6.158482110660267e-4,0.2,rmse,standard,2.4322763293492295,3,0.005182884953409977,pre0_mod020_post0
6.158482110660267e-4,0.2,rsq,standard,0.3912152170705401,3,0.001100422289113688,pre0_mod020_post0
6.158482110660267e-4,0.4,rmse,standard,2.432342786241936,3,0.005226254285177424,pre0_mod021_post0
6.158482110660267e-4,0.4,rsq,standard,0.3911620260635581,3,0.0011211549120116319,pre0_mod021_post0
6.158482110660267e-4,0.6000000000000001,rmse,standard,2.4323449428270663,3,0.005228588898358172,pre0_mod022_post0
6.158482110660267e-4,0.6000000000000001,rsq,standard,0.3911676496083089,3,0.0011239516406105837,pre0_mod022_post0
6.158482110660267e-4,0.8,rmse,standard,2.4323632567114495,3,0.005216062375605841,pre0_mod023_post0
6.158482110660267e-4,0.8,rsq,standard,0.39115448096712596,3,0.0011140589174222708,pre0_mod023_post0
6.158482110660267e-4,1,rmse,standard,2.432396087596461,3,0.005212145952363473,pre0_mod024_post0
6.158482110660267e-4,1,rsq,standard,0.3911263997774531,3,0.0011168107601344894,pre0_mod024_post0
0.0011288378916846883,0,rmse,standard,2.433920187027754,3,0.005144572565155988,pre0_mod025_post0
0.0011288378916846883,0,rsq,standard,0.39015189307065257,3,0.0010185685058541295,pre0_mod025_post0
0.0011288378916846883,0.2,rmse,standard,2.4322763293492295,3,0.005182884953409977,pre0_mod026_post0
0.0011288378916846883,0.2,rsq,standard,0.3912152170705401,3,0.001100422289113688,pre0_mod026_post0
0.0011288378916846883,0.4,rmse,standard,2.432342786241936,3,0.005226254285177424,pre0_mod027_post0
